LinkID,FromNode,ToNode,Length,Kind,Width,Direction,Oneway,Pathpy
16379,10331,2160,0.022161,404,30,2,F,None
16380,10331,5347,0.021464,404,30,3,T,None
16381,10331,5884,0.153004,402,130,2,F,nong zhan guan nan lu
16412,10351,9996,0.115254,602,55,3,T,jin tong xi lu
16413,10351,6695,0.014966,604,55,0,None,None
16567,10452,3908,0.014709,300,130,3,T,dong si shi tiao qiao
16582,10460,8503,0.013681,604,30,1,None,None
16597,10469,6884,0.13212,602,55,2,F,wai jiao bu nan jie
16608,10476,490,0.186193,602,55,3,T,chao yang men nei da jie
16639,10496,9818,0.050749,304,55,3,T,None
16640,10496,6559,0.012214,304,130,2,F,None
16655,10508,9774,0.268287,301,55,2,F,dong san huan bei lu
16665,10514,9585,0.010092,604,30,1,None,None
16666,10514,8634,0.021432,602,55,3,T,jin tong dong lu
16685,10525,8917,0.011175,304,55,3,T,None
16686,10525,10725,0.453471,302,55,3,T,chao yang men wai da jie
16725,10551,6275,0.153151,301,55,3,T,dong san huan zhong lu fu lu
16829,10618,9633,0.12655,602,55,3,T,guang hua lu
16836,10624,9807,0.009532,604,30,1,None,None
16877,10652,7849,0.011145,604,30,2,F,None
16878,10652,2923,0.076846,602,55,3,T,None
16897,10661,5109,0.080197,301,55,2,F,chao yang men bei da jie
16904,10665,9560,0.120763,601,55,2,F,guang hua lu
16905,10665,5975,0.116728,301,55,3,T,jian guo men bei da jie
16983,10714,9281,0.081584,601,55,1,None,dong zong bu hu tong
16996,10725,345,0.115959,601,55,2,F,chao yang men wai da jie
16997,10725,7411,0.207484,301,130,3,T,chao yang men wai da jie
17004,10729,2440,0.078932,602,55,2,F,chao yang men nan xiao jie
17005,10729,1471,0.756421,601,55,1,None,wai jiao bu jie
17036,10748,2694,0.053998,301,55,2,F,chao yang men bei da jie
17110,10794,10717,0.141929,602,55,3,T,jin bao jie
